f1_score;pct;utility_score;threshold;jaccard;minority_classes
0.4534;0.5;in_degree;6;0.9;[]
0.4600;0.5;out_degree;6;0.9;[]
0.4079;0.5;betweenness;6;0.9;[]
0.4079;0.5;closeness;6;0.9;[]
0.5744;0.5;eigenvector;6;0.9;[]
0.6875;0.5;clustering_coeff;6;0.9;[]
0.3981;0.5;pagerank;6;0.9;[]
0.3919;0.5;hubs;6;0.9;[]
0.4263;0.5;authorities;6;0.9;[]
0.4099;0.5;max_clique;6;0.9;[]
0.4534;0.5;cliques_count;6;0.9;[]
0.3750;0.5;overtime;6;0.9;[]
0.3836;0.5;work_at_weekend;6;0.9;[]
0.5769;0.5;neighborhood_variability_sender;6;0.9;[]
0.4079;0.5;neighborhood_variability_recipient;6;0.9;[]
0.6606;0.5;neighborhood_variability_all;6;0.9;[]
0.4534;0.5;in_degree;6;0.99;[]
0.4600;0.5;out_degree;6;0.99;[]
0.4079;0.5;betweenness;6;0.99;[]
0.4079;0.5;closeness;6;0.99;[]
0.5744;0.5;eigenvector;6;0.99;[]
0.4079;0.5;clustering_coeff;6;0.99;[]
0.3981;0.5;pagerank;6;0.99;[]
0.3919;0.5;hubs;6;0.99;[]
0.4263;0.5;authorities;6;0.99;[]
0.3984;0.5;max_clique;6;0.99;[]
0.4534;0.5;cliques_count;6;0.99;[]
0.3919;0.5;overtime;6;0.99;[]
0.3919;0.5;work_at_weekend;6;0.99;[]
0.4079;0.5;neighborhood_variability_sender;6;0.99;[]
0.4079;0.5;neighborhood_variability_recipient;6;0.99;[]
0.4079;0.5;neighborhood_variability_all;6;0.99;[]
0.5036;0.5;in_degree;7;0.7;[]
0.5089;0.5;out_degree;7;0.7;[]
0.6214;0.5;betweenness;7;0.7;[]
0.4079;0.5;closeness;7;0.7;[]
0.5744;0.5;eigenvector;7;0.7;[]
0.6961;0.5;clustering_coeff;7;0.7;[]
0.4263;0.5;pagerank;7;0.7;[]
0.3919;0.5;hubs;7;0.7;[]
0.4344;0.5;authorities;7;0.7;[]
0.5853;0.5;max_clique;7;0.7;[]
0.4796;0.5;cliques_count;7;0.7;[]
0.5503;0.5;overtime;7;0.7;[]
0.7000;0.5;work_at_weekend;7;0.7;[]
0.7164;0.5;neighborhood_variability_sender;7;0.7;[]
0.6961;0.5;neighborhood_variability_recipient;7;0.7;[]
0.5455;0.5;neighborhood_variability_all;7;0.7;[]
0.5296;0.5;in_degree;7;0.8;[]
0.5089;0.5;out_degree;7;0.8;[]
0.6214;0.5;betweenness;7;0.8;[]
0.4079;0.5;closeness;7;0.8;[]
0.5744;0.5;eigenvector;7;0.8;[]
0.6802;0.5;clustering_coeff;7;0.8;[]
0.4263;0.5;pagerank;7;0.8;[]
0.3919;0.5;hubs;7;0.8;[]
0.4534;0.5;authorities;7;0.8;[]
0.5853;0.5;max_clique;7;0.8;[]
0.4796;0.5;cliques_count;7;0.8;[]
0.5503;0.5;overtime;7;0.8;[]
0.7000;0.5;work_at_weekend;7;0.8;[]
0.7164;0.5;neighborhood_variability_sender;7;0.8;[]
0.6961;0.5;neighborhood_variability_recipient;7;0.8;[]
0.5455;0.5;neighborhood_variability_all;7;0.8;[]
0.5296;0.5;in_degree;7;0.9;[]
0.4079;0.5;out_degree;7;0.9;[]
0.4079;0.5;betweenness;7;0.9;[]
0.4079;0.5;closeness;7;0.9;[]
0.5744;0.5;eigenvector;7;0.9;[]
0.4079;0.5;clustering_coeff;7;0.9;[]
0.4263;0.5;pagerank;7;0.9;[]
0.3919;0.5;hubs;7;0.9;[]
0.4534;0.5;authorities;7;0.9;[]
0.5853;0.5;max_clique;7;0.9;[]
0.4796;0.5;cliques_count;7;0.9;[]
0.4738;0.5;overtime;7;0.9;[]
0.7000;0.5;work_at_weekend;7;0.9;[]
0.4079;0.5;neighborhood_variability_sender;7;0.9;[]
0.4079;0.5;neighborhood_variability_recipient;7;0.9;[]
0.4079;0.5;neighborhood_variability_all;7;0.9;[]
0.4534;0.5;in_degree;7;0.99;[]
0.4263;0.5;out_degree;7;0.99;[]
0.4079;0.5;betweenness;7;0.99;[]
0.4079;0.5;closeness;7;0.99;[]
0.5744;0.5;eigenvector;7;0.99;[]
0.4079;0.5;clustering_coeff;7;0.99;[]
0.4263;0.5;pagerank;7;0.99;[]
0.3919;0.5;hubs;7;0.99;[]
0.4534;0.5;authorities;7;0.99;[]
0.5853;0.5;max_clique;7;0.99;[]
0.4796;0.5;cliques_count;7;0.99;[]
0.4318;0.5;overtime;7;0.99;[]
0.7000;0.5;work_at_weekend;7;0.99;[]
0.4079;0.5;neighborhood_variability_sender;7;0.99;[]
0.4079;0.5;neighborhood_variability_recipient;7;0.99;[]
0.4079;0.5;neighborhood_variability_all;7;0.99;[]
0.5036;0.5;in_degree;8;0.7;[]
0.5324;0.5;out_degree;8;0.7;[]
0.4079;0.5;betweenness;8;0.7;[]
0.4000;0.5;closeness;8;0.7;[]
0.4889;0.5;eigenvector;8;0.7;[]
0.6961;0.5;clustering_coeff;8;0.7;[]
0.6494;0.5;pagerank;8;0.7;[]
0.3750;0.5;hubs;8;0.7;[]
0.6023;0.5;authorities;8;0.7;[]
0.6584;0.5;max_clique;8;0.7;[]
0.6755;0.5;cliques_count;8;0.7;[]
0.4974;0.5;overtime;8;0.7;[]
0.5817;0.5;work_at_weekend;8;0.7;[]
0.7222;0.5;neighborhood_variability_sender;8;0.7;[]
0.6400;0.5;neighborhood_variability_recipient;8;0.7;[]
0.4079;0.5;neighborhood_variability_all;8;0.7;[]
0.3891;0.5;in_degree;8;0.8;[]
0.5324;0.5;out_degree;8;0.8;[]
0.4079;0.5;betweenness;8;0.8;[]
0.4000;0.5;closeness;8;0.8;[]
0.4889;0.5;eigenvector;8;0.8;[]
0.6023;0.5;clustering_coeff;8;0.8;[]
0.3804;0.5;pagerank;8;0.8;[]
0.3750;0.5;hubs;8;0.8;[]
0.3221;0.5;authorities;8;0.8;[]
0.4720;0.5;max_clique;8;0.8;[]
0.4600;0.5;cliques_count;8;0.8;[]
0.4974;0.5;overtime;8;0.8;[]
0.5500;0.5;work_at_weekend;8;0.8;[]
0.6691;0.5;neighborhood_variability_sender;8;0.8;[]
0.6400;0.5;neighborhood_variability_recipient;8;0.8;[]
0.4079;0.5;neighborhood_variability_all;8;0.8;[]
0.3062;0.5;in_degree;8;0.9;[]
0.5089;0.5;out_degree;8;0.9;[]
0.4079;0.5;betweenness;8;0.9;[]
0.4000;0.5;closeness;8;0.9;[]
0.4889;0.5;eigenvector;8;0.9;[]
0.4079;0.5;clustering_coeff;8;0.9;[]
0.3519;0.5;pagerank;8;0.9;[]
0.3919;0.5;hubs;8;0.9;[]
0.3062;0.5;authorities;8;0.9;[]
0.4720;0.5;max_clique;8;0.9;[]
0.4600;0.5;cliques_count;8;0.9;[]
0.4591;0.5;overtime;8;0.9;[]
0.5500;0.5;work_at_weekend;8;0.9;[]
0.6691;0.5;neighborhood_variability_sender;8;0.9;[]
0.4079;0.5;neighborhood_variability_recipient;8;0.9;[]
0.4079;0.5;neighborhood_variability_all;8;0.9;[]
0.3062;0.5;in_degree;8;0.99;[]
0.5089;0.5;out_degree;8;0.99;[]
0.4079;0.5;betweenness;8;0.99;[]
0.4079;0.5;closeness;8;0.99;[]
0.4889;0.5;eigenvector;8;0.99;[]
0.4079;0.5;clustering_coeff;8;0.99;[]
0.3519;0.5;pagerank;8;0.99;[]
0.4000;0.5;hubs;8;0.99;[]
0.3062;0.5;authorities;8;0.99;[]
0.4720;0.5;max_clique;8;0.99;[]
0.3382;0.5;cliques_count;8;0.99;[]
0.4185;0.5;overtime;8;0.99;[]
0.4591;0.5;work_at_weekend;8;0.99;[]
0.4079;0.5;neighborhood_variability_sender;8;0.99;[]
0.4079;0.5;neighborhood_variability_recipient;8;0.99;[]
0.4079;0.5;neighborhood_variability_all;8;0.99;[]
0.3775;0.5;in_degree;9;0.7;[]
0.5324;0.5;out_degree;9;0.7;[]
0.4079;0.5;betweenness;9;0.7;[]
0.4000;0.5;closeness;9;0.7;[]
0.5109;0.5;eigenvector;9;0.7;[]
0.7222;0.5;clustering_coeff;9;0.7;[]
0.3804;0.5;pagerank;9;0.7;[]
0.3750;0.5;hubs;9;0.7;[]
0.4433;0.5;authorities;9;0.7;[]
0.6143;0.5;max_clique;9;0.7;[]
0.6755;0.5;cliques_count;9;0.7;[]
0.4185;0.5;overtime;9;0.7;[]
0.4974;0.5;work_at_weekend;9;0.7;[]
0.5769;0.5;neighborhood_variability_sender;9;0.7;[]
0.6606;0.5;neighborhood_variability_recipient;9;0.7;[]
0.6850;0.5;neighborhood_variability_all;9;0.7;[]
0.3775;0.5;in_degree;9;0.8;[]
0.5324;0.5;out_degree;9;0.8;[]
0.4079;0.5;betweenness;9;0.8;[]
0.4000;0.5;closeness;9;0.8;[]
0.5109;0.5;eigenvector;9;0.8;[]
0.4079;0.5;clustering_coeff;9;0.8;[]
0.3804;0.5;pagerank;9;0.8;[]
0.3750;0.5;hubs;9;0.8;[]
0.4433;0.5;authorities;9;0.8;[]
0.6143;0.5;max_clique;9;0.8;[]
0.4600;0.5;cliques_count;9;0.8;[]
0.4185;0.5;overtime;9;0.8;[]
0.4318;0.5;work_at_weekend;9;0.8;[]
0.5769;0.5;neighborhood_variability_sender;9;0.8;[]
0.6606;0.5;neighborhood_variability_recipient;9;0.8;[]
0.4079;0.5;neighborhood_variability_all;9;0.8;[]
0.3250;0.5;in_degree;9;0.9;[]
0.5089;0.5;out_degree;9;0.9;[]
0.4079;0.5;betweenness;9;0.9;[]
0.4000;0.5;closeness;9;0.9;[]
0.5109;0.5;eigenvector;9;0.9;[]
0.4079;0.5;clustering_coeff;9;0.9;[]
0.3519;0.5;pagerank;9;0.9;[]
0.3919;0.5;hubs;9;0.9;[]
0.3543;0.5;authorities;9;0.9;[]
0.4720;0.5;max_clique;9;0.9;[]
0.4600;0.5;cliques_count;9;0.9;[]
0.4185;0.5;overtime;9;0.9;[]
0.3984;0.5;work_at_weekend;9;0.9;[]
0.5744;0.5;neighborhood_variability_sender;9;0.9;[]
0.4079;0.5;neighborhood_variability_recipient;9;0.9;[]
0.4079;0.5;neighborhood_variability_all;9;0.9;[]
0.3250;0.5;in_degree;9;0.99;[]
0.5089;0.5;out_degree;9;0.99;[]
0.4079;0.5;betweenness;9;0.99;[]
0.4079;0.5;closeness;9;0.99;[]
0.5109;0.5;eigenvector;9;0.99;[]
0.4079;0.5;clustering_coeff;9;0.99;[]
0.3519;0.5;pagerank;9;0.99;[]
0.4000;0.5;hubs;9;0.99;[]
0.3543;0.5;authorities;9;0.99;[]
0.4720;0.5;max_clique;9;0.99;[]
0.3382;0.5;cliques_count;9;0.99;[]
0.4185;0.5;overtime;9;0.99;[]
0.3984;0.5;work_at_weekend;9;0.99;[]
0.6154;0.5;neighborhood_variability_sender;9;0.99;[]
0.4079;0.5;neighborhood_variability_recipient;9;0.99;[]
0.4079;0.5;neighborhood_variability_all;9;0.99;[]
0.4219;0.5;in_degree;10;0.7;[]
0.4848;0.5;out_degree;10;0.7;[]
0.4000;0.5;betweenness;10;0.7;[]
0.4000;0.5;closeness;10;0.7;[]
0.4000;0.5;eigenvector;10;0.7;[]
0.7017;0.5;clustering_coeff;10;0.7;[]
0.4600;0.5;pagerank;10;0.7;[]
0.3662;0.5;hubs;10;0.7;[]
0.4848;0.5;authorities;10;0.7;[]
0.4099;0.5;max_clique;10;0.7;[]
0.4433;0.5;cliques_count;10;0.7;[]
0.4586;0.5;overtime;10;0.7;[]
0.4318;0.5;work_at_weekend;10;0.7;[]
0.5769;0.5;neighborhood_variability_sender;10;0.7;[]
0.6494;0.5;neighborhood_variability_recipient;10;0.7;[]
0.4079;0.5;neighborhood_variability_all;10;0.7;[]
0.4219;0.5;in_degree;10;0.8;[]
0.4848;0.5;out_degree;10;0.8;[]
0.4000;0.5;betweenness;10;0.8;[]
0.4000;0.5;closeness;10;0.8;[]
0.4000;0.5;eigenvector;10;0.8;[]
0.7017;0.5;clustering_coeff;10;0.8;[]
0.4600;0.5;pagerank;10;0.8;[]
0.3662;0.5;hubs;10;0.8;[]
0.4848;0.5;authorities;10;0.8;[]
0.4099;0.5;max_clique;10;0.8;[]
0.4433;0.5;cliques_count;10;0.8;[]
0.4586;0.5;overtime;10;0.8;[]
0.4318;0.5;work_at_weekend;10;0.8;[]
0.5769;0.5;neighborhood_variability_sender;10;0.8;[]
0.4079;0.5;neighborhood_variability_recipient;10;0.8;[]
0.4079;0.5;neighborhood_variability_all;10;0.8;[]
0.4219;0.5;in_degree;10;0.9;[]
0.4848;0.5;out_degree;10;0.9;[]
0.4000;0.5;betweenness;10;0.9;[]
0.4000;0.5;closeness;10;0.9;[]
0.4000;0.5;eigenvector;10;0.9;[]
0.4079;0.5;clustering_coeff;10;0.9;[]
0.4600;0.5;pagerank;10;0.9;[]
0.3750;0.5;hubs;10;0.9;[]
0.4848;0.5;authorities;10;0.9;[]
0.4099;0.5;max_clique;10;0.9;[]
0.4433;0.5;cliques_count;10;0.9;[]
0.4099;0.5;overtime;10;0.9;[]
0.4214;0.5;work_at_weekend;10;0.9;[]
0.5769;0.5;neighborhood_variability_sender;10;0.9;[]
0.4079;0.5;neighborhood_variability_recipient;10;0.9;[]
0.4079;0.5;neighborhood_variability_all;10;0.9;[]
0.4219;0.5;in_degree;10;0.99;[]
0.4848;0.5;out_degree;10;0.99;[]
0.4000;0.5;betweenness;10;0.99;[]
0.4079;0.5;closeness;10;0.99;[]
0.4000;0.5;eigenvector;10;0.99;[]
0.4079;0.5;clustering_coeff;10;0.99;[]
0.4600;0.5;pagerank;10;0.99;[]
0.3836;0.5;hubs;10;0.99;[]
0.4848;0.5;authorities;10;0.99;[]
0.3868;0.5;max_clique;10;0.99;[]
0.4433;0.5;cliques_count;10;0.99;[]
0.4099;0.5;overtime;10;0.99;[]
0.4214;0.5;work_at_weekend;10;0.99;[]
0.5982;0.5;neighborhood_variability_sender;10;0.99;[]
0.4079;0.5;neighborhood_variability_recipient;10;0.99;[]
0.4079;0.5;neighborhood_variability_all;10;0.99;[]
0.4228;0.4;in_degree;2;0.7;[]
0.6333;0.4;out_degree;2;0.7;[]
0.6631;0.4;betweenness;2;0.7;[]
0.4355;0.4;closeness;2;0.7;[]
0.7186;0.4;eigenvector;2;0.7;[]
0.6527;0.4;clustering_coeff;2;0.7;[]
0.6306;0.4;pagerank;2;0.7;[]
0.4086;0.4;hubs;2;0.7;[]
0.4778;0.4;authorities;2;0.7;[]
0.4409;0.4;max_clique;2;0.7;[]
0.6594;0.4;cliques_count;2;0.7;[]
0.4086;0.4;overtime;2;0.7;[]
0.7276;0.4;work_at_weekend;2;0.7;[]
0.4086;0.4;neighborhood_variability_sender;2;0.7;[]
0.6594;0.4;neighborhood_variability_recipient;2;0.7;[]
0.6594;0.4;neighborhood_variability_all;2;0.7;[]
0.4228;0.4;in_degree;2;0.8;[]
0.6333;0.4;out_degree;2;0.8;[]
0.6631;0.4;betweenness;2;0.8;[]
0.4355;0.4;closeness;2;0.8;[]
0.7186;0.4;eigenvector;2;0.8;[]
0.6527;0.4;clustering_coeff;2;0.8;[]
0.6306;0.4;pagerank;2;0.8;[]
0.4086;0.4;hubs;2;0.8;[]
0.4409;0.4;authorities;2;0.8;[]
0.4409;0.4;max_clique;2;0.8;[]
0.6594;0.4;cliques_count;2;0.8;[]
0.4086;0.4;overtime;2;0.8;[]
0.7276;0.4;work_at_weekend;2;0.8;[]
0.4086;0.4;neighborhood_variability_sender;2;0.8;[]
0.6594;0.4;neighborhood_variability_recipient;2;0.8;[]
0.6594;0.4;neighborhood_variability_all;2;0.8;[]
0.4228;0.4;in_degree;2;0.9;[]
0.6333;0.4;out_degree;2;0.9;[]
0.6631;0.4;betweenness;2;0.9;[]
0.3956;0.4;closeness;2;0.9;[]
0.7186;0.4;eigenvector;2;0.9;[]
0.2651;0.4;clustering_coeff;2;0.9;[]
0.6306;0.4;pagerank;2;0.9;[]
0.4086;0.4;hubs;2;0.9;[]
0.4409;0.4;authorities;2;0.9;[]
0.4409;0.4;max_clique;2;0.9;[]
0.3939;0.4;cliques_count;2;0.9;[]
0.4086;0.4;overtime;2;0.9;[]
0.7276;0.4;work_at_weekend;2;0.9;[]
0.4086;0.4;neighborhood_variability_sender;2;0.9;[]
0.5551;0.4;neighborhood_variability_recipient;2;0.9;[]
0.5551;0.4;neighborhood_variability_all;2;0.9;[]
0.4228;0.4;in_degree;2;0.99;[]
0.4395;0.4;out_degree;2;0.99;[]
0.4086;0.4;betweenness;2;0.99;[]
0.3529;0.4;closeness;2;0.99;[]
0.7186;0.4;eigenvector;2;0.99;[]
0.2361;0.4;clustering_coeff;2;0.99;[]
0.3700;0.4;pagerank;2;0.99;[]
0.4086;0.4;hubs;2;0.99;[]
0.3956;0.4;authorities;2;0.99;[]
0.4022;0.4;max_clique;2;0.99;[]
0.3939;0.4;cliques_count;2;0.99;[]
0.4086;0.4;overtime;2;0.99;[]
0.3956;0.4;work_at_weekend;2;0.99;[]
0.4086;0.4;neighborhood_variability_sender;2;0.99;[]
0.5209;0.4;neighborhood_variability_recipient;2;0.99;[]
0.4963;0.4;neighborhood_variability_all;2;0.99;[]
0.4409;0.4;in_degree;3;0.7;[]
0.3347;0.4;out_degree;3;0.7;[]
0.6474;0.4;betweenness;3;0.7;[]
0.4671;0.4;closeness;3;0.7;[]
0.6319;0.4;eigenvector;3;0.7;[]
0.2651;0.4;clustering_coeff;3;0.7;[]
0.6534;0.4;pagerank;3;0.7;[]
0.4022;0.4;hubs;3;0.7;[]
0.4671;0.4;authorities;3;0.7;[]
0.4409;0.4;max_clique;3;0.7;[]
0.3452;0.4;cliques_count;3;0.7;[]
0.3956;0.4;overtime;3;0.7;[]
0.5971;0.4;work_at_weekend;3;0.7;[]
0.4867;0.4;neighborhood_variability_sender;3;0.7;[]
0.7021;0.4;neighborhood_variability_recipient;3;0.7;[]
0.5875;0.4;neighborhood_variability_all;3;0.7;[]
0.4409;0.4;in_degree;3;0.8;[]
0.3347;0.4;out_degree;3;0.8;[]
0.6474;0.4;betweenness;3;0.8;[]
0.4671;0.4;closeness;3;0.8;[]
0.6319;0.4;eigenvector;3;0.8;[]
0.2651;0.4;clustering_coeff;3;0.8;[]
0.6534;0.4;pagerank;3;0.8;[]
0.4022;0.4;hubs;3;0.8;[]
0.4671;0.4;authorities;3;0.8;[]
0.4409;0.4;max_clique;3;0.8;[]
0.2361;0.4;cliques_count;3;0.8;[]
0.3956;0.4;overtime;3;0.8;[]
0.5971;0.4;work_at_weekend;3;0.8;[]
0.4867;0.4;neighborhood_variability_sender;3;0.8;[]
0.7021;0.4;neighborhood_variability_recipient;3;0.8;[]
0.5551;0.4;neighborhood_variability_all;3;0.8;[]
0.2361;0.4;in_degree;3;0.9;[]
0.2361;0.4;out_degree;3;0.9;[]
0.4086;0.4;betweenness;3;0.9;[]
0.4671;0.4;closeness;3;0.9;[]
0.4022;0.4;eigenvector;3;0.9;[]
0.2651;0.4;clustering_coeff;3;0.9;[]
0.6534;0.4;pagerank;3;0.9;[]
0.4022;0.4;hubs;3;0.9;[]
0.4671;0.4;authorities;3;0.9;[]
0.4409;0.4;max_clique;3;0.9;[]
0.2361;0.4;cliques_count;3;0.9;[]
0.3956;0.4;overtime;3;0.9;[]
0.5971;0.4;work_at_weekend;3;0.9;[]
0.4242;0.4;neighborhood_variability_sender;3;0.9;[]
0.7186;0.4;neighborhood_variability_recipient;3;0.9;[]
0.5551;0.4;neighborhood_variability_all;3;0.9;[]
0.2361;0.4;in_degree;3;0.99;[]
0.2361;0.4;out_degree;3;0.99;[]
0.4086;0.4;betweenness;3;0.99;[]
0.4671;0.4;closeness;3;0.99;[]
0.4022;0.4;eigenvector;3;0.99;[]
0.2651;0.4;clustering_coeff;3;0.99;[]
0.2929;0.4;pagerank;3;0.99;[]
0.4086;0.4;hubs;3;0.99;[]
0.2361;0.4;authorities;3;0.99;[]
0.4409;0.4;max_clique;3;0.99;[]
0.2361;0.4;cliques_count;3;0.99;[]
0.3889;0.4;overtime;3;0.99;[]
0.4086;0.4;work_at_weekend;3;0.99;[]
0.4242;0.4;neighborhood_variability_sender;3;0.99;[]
0.5209;0.4;neighborhood_variability_recipient;3;0.99;[]
0.4963;0.4;neighborhood_variability_all;3;0.99;[]
0.5284;0.4;in_degree;4;0.7;[]
0.5688;0.4;out_degree;4;0.7;[]
0.6474;0.4;betweenness;4;0.7;[]
0.4730;0.4;closeness;4;0.7;[]
0.6857;0.4;eigenvector;4;0.7;[]
0.5813;0.4;clustering_coeff;4;0.7;[]
0.6534;0.4;pagerank;4;0.7;[]
0.4086;0.4;hubs;4;0.7;[]
0.3956;0.4;authorities;4;0.7;[]
0.4409;0.4;max_clique;4;0.7;[]
0.6320;0.4;cliques_count;4;0.7;[]
0.3956;0.4;overtime;4;0.7;[]
0.6697;0.4;work_at_weekend;4;0.7;[]
0.4086;0.4;neighborhood_variability_sender;4;0.7;[]
0.7250;0.4;neighborhood_variability_recipient;4;0.7;[]
0.7084;0.4;neighborhood_variability_all;4;0.7;[]
0.5284;0.4;in_degree;4;0.8;[]
0.5688;0.4;out_degree;4;0.8;[]
0.6474;0.4;betweenness;4;0.8;[]
0.4730;0.4;closeness;4;0.8;[]
0.6857;0.4;eigenvector;4;0.8;[]
0.5813;0.4;clustering_coeff;4;0.8;[]
0.6534;0.4;pagerank;4;0.8;[]
0.4086;0.4;hubs;4;0.8;[]
0.3956;0.4;authorities;4;0.8;[]
0.4409;0.4;max_clique;4;0.8;[]
0.6320;0.4;cliques_count;4;0.8;[]
0.3956;0.4;overtime;4;0.8;[]
0.6697;0.4;work_at_weekend;4;0.8;[]
0.4086;0.4;neighborhood_variability_sender;4;0.8;[]
0.7250;0.4;neighborhood_variability_recipient;4;0.8;[]
0.7084;0.4;neighborhood_variability_all;4;0.8;[]
0.5284;0.4;in_degree;4;0.9;[]
0.5688;0.4;out_degree;4;0.9;[]
0.4086;0.4;betweenness;4;0.9;[]
0.4355;0.4;closeness;4;0.9;[]
0.6857;0.4;eigenvector;4;0.9;[]
0.4825;0.4;clustering_coeff;4;0.9;[]
0.3700;0.4;pagerank;4;0.9;[]
0.4086;0.4;hubs;4;0.9;[]
0.3956;0.4;authorities;4;0.9;[]
0.4409;0.4;max_clique;4;0.9;[]
0.6320;0.4;cliques_count;4;0.9;[]
0.3956;0.4;overtime;4;0.9;[]
0.3889;0.4;work_at_weekend;4;0.9;[]
0.4086;0.4;neighborhood_variability_sender;4;0.9;[]
0.7250;0.4;neighborhood_variability_recipient;4;0.9;[]
0.7084;0.4;neighborhood_variability_all;4;0.9;[]
0.3939;0.4;in_degree;4;0.99;[]
0.4613;0.4;out_degree;4;0.99;[]
0.4086;0.4;betweenness;4;0.99;[]
0.4355;0.4;closeness;4;0.99;[]
0.6695;0.4;eigenvector;4;0.99;[]
0.2929;0.4;clustering_coeff;4;0.99;[]
0.3700;0.4;pagerank;4;0.99;[]
0.4086;0.4;hubs;4;0.99;[]
0.4171;0.4;authorities;4;0.99;[]
0.4022;0.4;max_clique;4;0.99;[]
0.3939;0.4;cliques_count;4;0.99;[]
0.3956;0.4;overtime;4;0.99;[]
0.3956;0.4;work_at_weekend;4;0.99;[]
0.4086;0.4;neighborhood_variability_sender;4;0.99;[]
0.4086;0.4;neighborhood_variability_recipient;4;0.99;[]
0.7084;0.4;neighborhood_variability_all;4;0.99;[]
0.4171;0.4;in_degree;5;0.7;[]
0.3956;0.4;out_degree;5;0.7;[]
0.5875;0.4;betweenness;5;0.7;[]
0.4086;0.4;closeness;5;0.7;[]
0.3195;0.4;eigenvector;5;0.7;[]
0.5623;0.4;clustering_coeff;5;0.7;[]
0.6373;0.4;pagerank;5;0.7;[]
0.3956;0.4;hubs;5;0.7;[]
0.3889;0.4;authorities;5;0.7;[]
0.4138;0.4;max_clique;5;0.7;[]
0.4730;0.4;cliques_count;5;0.7;[]
0.4022;0.4;overtime;5;0.7;[]
0.6784;0.4;work_at_weekend;5;0.7;[]
0.4086;0.4;neighborhood_variability_sender;5;0.7;[]
0.5600;0.4;neighborhood_variability_recipient;5;0.7;[]
0.4086;0.4;neighborhood_variability_all;5;0.7;[]
0.4171;0.4;in_degree;5;0.8;[]
0.3956;0.4;out_degree;5;0.8;[]
0.5875;0.4;betweenness;5;0.8;[]
0.4086;0.4;closeness;5;0.8;[]
0.3195;0.4;eigenvector;5;0.8;[]
0.5623;0.4;clustering_coeff;5;0.8;[]
0.6373;0.4;pagerank;5;0.8;[]
0.3956;0.4;hubs;5;0.8;[]
0.3889;0.4;authorities;5;0.8;[]
0.4138;0.4;max_clique;5;0.8;[]
0.4730;0.4;cliques_count;5;0.8;[]
0.4022;0.4;overtime;5;0.8;[]
0.6784;0.4;work_at_weekend;5;0.8;[]
0.4086;0.4;neighborhood_variability_sender;5;0.8;[]
0.5600;0.4;neighborhood_variability_recipient;5;0.8;[]
0.4086;0.4;neighborhood_variability_all;5;0.8;[]
0.4171;0.4;in_degree;5;0.9;[]
0.3956;0.4;out_degree;5;0.9;[]
0.5875;0.4;betweenness;5;0.9;[]
0.4086;0.4;closeness;5;0.9;[]
0.3195;0.4;eigenvector;5;0.9;[]
0.5233;0.4;clustering_coeff;5;0.9;[]
0.3700;0.4;pagerank;5;0.9;[]
0.3956;0.4;hubs;5;0.9;[]
0.3889;0.4;authorities;5;0.9;[]
0.4228;0.4;max_clique;5;0.9;[]
0.4171;0.4;cliques_count;5;0.9;[]
0.4022;0.4;overtime;5;0.9;[]
0.4138;0.4;work_at_weekend;5;0.9;[]
0.4086;0.4;neighborhood_variability_sender;5;0.9;[]
0.4086;0.4;neighborhood_variability_recipient;5;0.9;[]
0.4086;0.4;neighborhood_variability_all;5;0.9;[]
0.4171;0.4;in_degree;5;0.99;[]
0.4613;0.4;out_degree;5;0.99;[]
0.5875;0.4;betweenness;5;0.99;[]
0.4086;0.4;closeness;5;0.99;[]
0.3195;0.4;eigenvector;5;0.99;[]
0.2651;0.4;clustering_coeff;5;0.99;[]
0.3700;0.4;pagerank;5;0.99;[]
0.4086;0.4;hubs;5;0.99;[]
0.3939;0.4;authorities;5;0.99;[]
0.4228;0.4;max_clique;5;0.99;[]
0.4171;0.4;cliques_count;5;0.99;[]
0.4022;0.4;overtime;5;0.99;[]
0.4138;0.4;work_at_weekend;5;0.99;[]
0.4086;0.4;neighborhood_variability_sender;5;0.99;[]
0.4086;0.4;neighborhood_variability_recipient;5;0.99;[]
0.4086;0.4;neighborhood_variability_all;5;0.99;[]
0.4565;0.4;in_degree;6;0.7;[]
0.2361;0.4;out_degree;6;0.7;[]
0.6646;0.4;betweenness;6;0.7;[]
0.3605;0.4;closeness;6;0.7;[]
0.4086;0.4;eigenvector;6;0.7;[]
0.4395;0.4;clustering_coeff;6;0.7;[]
0.6373;0.4;pagerank;6;0.7;[]
0.4086;0.4;hubs;6;0.7;[]
0.5875;0.4;authorities;6;0.7;[]
0.4686;0.4;max_clique;6;0.7;[]
0.2361;0.4;cliques_count;6;0.7;[]
0.4409;0.4;overtime;6;0.7;[]
0.7084;0.4;work_at_weekend;6;0.7;[]
0.6333;0.4;neighborhood_variability_sender;6;0.7;[]
0.6919;0.4;neighborhood_variability_recipient;6;0.7;[]
0.4086;0.4;neighborhood_variability_all;6;0.7;[]
0.4565;0.4;in_degree;6;0.8;[]
0.2361;0.4;out_degree;6;0.8;[]
0.6646;0.4;betweenness;6;0.8;[]
0.3605;0.4;closeness;6;0.8;[]
0.4086;0.4;eigenvector;6;0.8;[]
0.3452;0.4;clustering_coeff;6;0.8;[]
0.6373;0.4;pagerank;6;0.8;[]
0.4086;0.4;hubs;6;0.8;[]
0.4456;0.4;authorities;6;0.8;[]
